post_title,post_content,post_status,post_type,sku,regular_price,product_cat,brand,product_url,variant,color,meta:Frame,meta:Framefit,meta:Gewicht,meta:Gewichtslimiet,meta:Shifter,meta:Voorderailleur,meta:Achterderailleur,meta:Crankstel,meta:Bottom_bracket,meta:Cassette,meta:Ketting,meta:Pedaal,meta:Maximale_maat_kettingblad,meta:Naaf_voor,meta:As_voorwiel,meta:Naaf_achter,meta:Velg,meta:Buitenband,meta:Maximale_bandenmaat,meta:Zadel,meta:Zadelpen,meta:Stuur,meta:Stuurlint,meta:Stuurpen,meta:Balhoofdstel,meta:Rem,meta:Shifter_speed,meta:Material,meta:Weight,images,meta:image_1_local_path,meta:additional_image_2,meta:image_2_local_path,meta:additional_image_3,meta:image_3_local_path,meta:additional_image_4,meta:image_4_local_path,meta:additional_image_5,meta:image_5_local_path,meta:import_date,meta:import_source
Endurace AllRoad,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4164,999.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/allroad/endurace-allroad/4164.html,R138_P01,Silver Mercury,,,10.72 kg,,Shimano CUES U6030,,Canyon GP0211-01 Derailleur Hanger,,Shimano SM-BB72-41B II Press-Fit Bottom Bracket,Shimano CUES LG300 10-speed Cassette 11-39,Shimano CN-LG500 11-speed Chain 138L,,,,,,,,,,Canyon Seatpost Clamp  31.8 mm,,,,,"SwissStop Disc 15 RS Brake Pads for Shimano Deore, XLX, Alivio",11 speed,Aluminium,10.72 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9339a102/images/top/2025_TOP-3/2025/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_AllRoad/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw0e614029/images/top/2025_TOP-1/2025/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dweb81055d/images/top/2025_TOP-2/2025/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025-07-18 11:48:04,trek_scraper
Endurace AllRoad,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4164,999.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/allroad/endurace-allroad/4164.html,R138_P02,Metal Berry,,,10.72 kg,,Shimano CUES U6030,,Canyon GP0211-01 Derailleur Hanger,,Shimano SM-BB72-41B II Press-Fit Bottom Bracket,Shimano CUES LG300 10-speed Cassette 11-39,Shimano CN-LG500 11-speed Chain 138L,,,,,,,,,,Canyon Seatpost Clamp  31.8 mm,,,,,"SwissStop Disc 15 RS Brake Pads for Shimano Deore, XLX, Alivio",11 speed,Aluminium,10.72 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9339a102/images/top/2025_TOP-3/2025/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_AllRoad/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw0e614029/images/top/2025_TOP-1/2025/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dweb81055d/images/top/2025_TOP-2/2025/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025-07-18 11:48:04,trek_scraper
Ultimate CF 7 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4065,3549.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-sl/ultimate-cf-7-di2/4065.html?dwvar_4065_pv_rahmenfarbe=R101_P07,R101_P07,Teal,,,8.36 kg,,"Shimano 105 Di2 R7170, 12-speed",,Canyon GP7445-01 Direct Mount Derailleur Hanger,,Shimano BB92-41B Pressfit Bottom Bracket,Shimano 105 CS-R7101 12-speed Cassette,Canyon EP1437-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" Road Tyre",,,Canyon GP0295-03 Seatpost Clamp,,,,Canyon GP7172-01 Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,8.36 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwd8baa52d/images/top/2026_TOP-2/2026/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdacfc6b3/images/top/2026_TOP-5/2026/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_7_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw351d7085/images/pdp/Adv-pdp-ultimate-CFR-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CFR-AXS-02.jpg,2025-07-18 11:48:04,trek_scraper
Ultimate CF 7 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4065,3549.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-sl/ultimate-cf-7-di2/4065.html?dwvar_4065_pv_rahmenfarbe=R101_P07,R101_P06,white,,,8.36 kg,,"Shimano 105 Di2 R7170, 12-speed",,Canyon GP7445-01 Direct Mount Derailleur Hanger,,Shimano BB92-41B Pressfit Bottom Bracket,Shimano 105 CS-R7101 12-speed Cassette,Canyon EP1437-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" Road Tyre",,,Canyon GP0295-03 Seatpost Clamp,,,,Canyon GP7172-01 Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,8.36 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwd8baa52d/images/top/2026_TOP-2/2026/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdacfc6b3/images/top/2026_TOP-5/2026/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_7_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw351d7085/images/pdp/Adv-pdp-ultimate-CFR-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CFR-AXS-02.jpg,2025-07-18 11:48:04,trek_scraper
Aeroad CFR AXS,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4040,10149.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-axs/4040.html?dwvar_4040_pv_rahmenfarbe=R108_P01,R108_P01,Sparkle Stealth,,,6.98 kg,,SRAM RED AXS HRD,,Canyon GP7239-01 Derailleur Hanger,,SRAM DUB Pressfit 86.5 Bottom Bracket,SRAM Red XG-1290 12-speed Cassette,Canyon EP2210-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" x 28mm Road Tyre",,,Canyon GP0391-03 Seatpost Clamp,,,,Canyon GP7356-01 Ceramic Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,6.98 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_AXS/MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_AXS/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw9c20d75d/images/pdp/road-bikes/Adv-pdp-aeroad-cfr-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cfr-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/brand-highlight-raw-carbon-frames.jpg,2025-07-18 11:48:04,trek_scraper
Aeroad CFR AXS,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4040,10149.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-axs/4040.html?dwvar_4040_pv_rahmenfarbe=R108_P01,R108_P04,Canyon SRAM Racing,,,6.98 kg,,SRAM RED AXS HRD,,Canyon GP7239-01 Derailleur Hanger,,SRAM DUB Pressfit 86.5 Bottom Bracket,SRAM Red XG-1290 12-speed Cassette,Canyon EP2210-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" x 28mm Road Tyre",,,Canyon GP0391-03 Seatpost Clamp,,,,Canyon GP7356-01 Ceramic Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,6.98 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_AXS/MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_AXS/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw9c20d75d/images/pdp/road-bikes/Adv-pdp-aeroad-cfr-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cfr-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/brand-highlight-raw-carbon-frames.jpg,2025-07-18 11:48:04,trek_scraper
Aeroad CFR AXS,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4040,10149.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-axs/4040.html?dwvar_4040_pv_rahmenfarbe=R108_P01,R108_P10,Movistar,,,6.98 kg,,SRAM RED AXS HRD,,Canyon GP7239-01 Derailleur Hanger,,SRAM DUB Pressfit 86.5 Bottom Bracket,SRAM Red XG-1290 12-speed Cassette,Canyon EP2210-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" x 28mm Road Tyre",,,Canyon GP0391-03 Seatpost Clamp,,,,Canyon GP7356-01 Ceramic Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,6.98 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_AXS/MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_AXS/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw9c20d75d/images/pdp/road-bikes/Adv-pdp-aeroad-cfr-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cfr-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/brand-highlight-raw-carbon-frames.jpg,2025-07-18 11:48:04,trek_scraper
Aeroad CFR Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4039,10149.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-di2/4039.html?dwvar_4039_pv_rahmenfarbe=R108_P01,R108_P01,Sparkle Stealth,,,7.04 kg,,"Shimano Dura-Ace Di2 R9270, 12-speed",,Canyon GP7445-01 Direct Mount Derailleur Hanger,,Shimano BB92-41B Pressfit Bottom Bracket,Shimano CS-R9200 Dura-Ace 12-speed Cassette 11-30,Canyon EP2210-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" x 28mm Road Tyre",,,Canyon GP0391-03 Seatpost Clamp,,,,Canyon GP7356-01 Ceramic Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,7.04 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_Di2/MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_Di2/Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw91ae27ff/images/full/2026_FULL_/2026/2026_FULL_aeroad_cfr-di2_4039_R108_P01.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Aeroad_CFR_Di2/2026_FULL_aeroad_cfr-di2_4039_R108_P01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_Di2/brand-highlight-raw-carbon-frames.jpg,2025-07-18 11:48:04,trek_scraper
