post_title,post_content,post_status,post_type,sku,regular_price,product_cat,brand,product_url,variant,color,meta:Frame,meta:Framefit,meta:Gewicht,meta:Gewichtslimiet,meta:Shifter,meta:Voorderailleur,meta:Achterderailleur,meta:Crankstel,meta:Bottom_bracket,meta:Cassette,meta:Ketting,meta:Pedaal,meta:Maximale_maat_kettingblad,meta:Naaf_voor,meta:As_voorwiel,meta:Naaf_achter,meta:Velg,meta:Buitenband,meta:Maximale_bandenmaat,meta:Zadel,meta:Zadelpen,meta:Stuur,meta:Stuurlint,meta:Stuurpen,meta:Balhoofdstel,meta:Rem,meta:Shifter_speed,meta:Voorvork,meta:As_achterwiel,meta:Spaken,meta:Remschijf,meta:Schijfdiameter,meta:Buitenband_-_onderdelen,meta:Velglint,meta:Frame_plus_vork,meta:Remgreep,meta:Handvatten,meta:Wiel_voor,meta:Wiel_achter,meta:Tas,meta:Accu,meta:Oplader,meta:Motor,meta:Maximaal_geschikte_veerweg,meta:Stuur_stuurpen_(geïntegreerd),meta:Binnenband,meta:Stuur_-_onderdelen,meta:Bidonhouder,meta:Bidon,meta:Computer,meta:Kettingblad,images,meta:image_1_local_path,meta:additional_image_2,meta:image_2_local_path,meta:additional_image_3,meta:image_3_local_path,meta:additional_image_4,meta:image_4_local_path,meta:additional_image_5,meta:image_5_local_path,meta:import_date,meta:import_source
Domane AL 2 Rim,,publish,product,33037,949.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/33037/,blue_black,Blue/Black,100 Series Alpha Aluminium,Endurance,"56 cm - 9,57 kg",125 kg,Shimano Claris ST-R2000-R right,"Shimano Claris R2000, 31,8 mm klem","Shimano Claris R2000, medium kooi, max. tandwielgrootte 34T","Maat: 47 Shimano RS200, 50/34 (compact), 165 mm lengte","Shimano UN300, 68mm, geschroefd industrielager, 110mm trapas","Shimano HG31, 11-32, 8-speed","Shimano Sora HG71, 8 speed","Wellgo R199, nylon body, lichtmetalen kooi","1x: 42T, 2x: 50/34","Formula TK-31 lichtmetaal, 5 x 100 mm QR",Formula QR22,"Formula TK-32 lichtmetaal, Shimano 8/9/10 freewheelnaaf, 5 x 130 mm QR","Bontrager Tubeless Ready, 24-gaats, 17 mm velgbreedte, Presta-ventiel","Bontrager R1 Hard-Case Lite, stalen hieldraad, 60 tpi, 700 x 28 mm","28mm zonder spatborden, 25mm met spatborden","Maat: 47, 50, 52 Bontrager Verse Comp, stalen rails, 155 mm breedte","Maat: 47 Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 250 mm lengte","Maat: 47 Bontrager Comp VR-C, lichtmetaal, 31,8 mm, 100 mm reach, 124 mm drop, 38 cm breedte",Bontrager gel-kruk stuurlint,"Maat: 47 Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte","FSA geïntegreerd, afgedicht industrielager, 1-1/8""","Maat: 47, 50, 52, 54, 56, 58, 60, 62 Lichtmetaal dual-pivot",8-speed,,,,,,,,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL5-24-41395-A-Primary",images/Trek/Domane_AL_2_Rim/DomaneAL5-24-41395-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL4-24-41607-A-Primary",images/Trek/Domane_AL_2_Rim/DomaneAL4-24-41607-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2-24-41587-A-Primary",images/Trek/Domane_AL_2_Rim/DomaneAL2-24-41587-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2-24-41587-C-Primary",images/Trek/Domane_AL_2_Rim/DomaneAL2-24-41587-C-Primary_04.jpg,https://media.trekbikes.com/image/upload/w_1200/DomaneAL2_21_33037_A_Portrait,images/Trek/Domane_AL_2_Rim/DomaneAL2_21_33037_A_Portrait_05.jpg,2025-07-18 09:56:56,trek_scraper
Domane AL 2 Gen 4,,publish,product,41587,999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/41587/,greydark,Grey dark,100 Series Alpha Aluminium,Endurance*,"56 cm - 10,55 kg",125 kg,Shimano Claris ST-R2000-R right,"Shimano Claris R2000, 31,8 mm klem","Shimano Claris R2000, medium kooi, max. tandwielgrootte 34T","Maat: 44 Shimano RS200, 50/34 (compact), 165 mm lengte","Shimano UN300, 68mm, geschroefd industrielager, 110mm trapas","Shimano HG31, 11-32, 8-speed","Shimano Sora HG71, 8 speed",,"1x: 50T, 2x: 50/34","Formula RX-512 lichtmetaal, 6-bout, 100 x 12 mm steekas","Bontrager Switch afgeschuinde steekas, afneembare hendel","Formula RX-142 lichtmetaal, 6-bout, Shimano 11-speed freewheelnaaf, 142 x 12 mm steekas","Bontrager Paradigm SL, Tubeless Ready, 24-gaats, 21 mm velgbreedte, Presta-ventiel","Bontrager R1 Hard-Case Lite, stalen hieldraad, 60 tpi, 700 x 32 mm",,"Verse Short, stalen rails, 145 mm breedte","Maat: 44, 49 Bontrager Comp 6061 lichtmetaal, 27,2 mm, 8 mm offset, 250 mm lengte","Maat: 44 Bontrager Comp, lichtmetaal, 31,8 mm, 80 mm reach, 121 mm drop, 36 cm breedte bij hendels, 40 cm breedte onderin stuurbeugel",Bontrager Supertack geperforeerd stuurlint,"Maat: 44 Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"Tektro C550, mechanische schijfrem, twee remzuigers, flat-mount",8-speed,"Domane AL carbon, tapered carbon steerer, internal brake routing, fender mounts, flat mount disc, 12x100mm thru axle","Bontrager Switch afgeschuinde steekas, afneembare hendel","14g roestvast staal, zwart","Tektro wave, 6-bout, 160 mm",Maximale maat remschijven: 160 mm voor en achter,,,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL5-24-41395-A-Primary",images/Trek/Domane_AL_2_Gen_4/DomaneAL5-24-41395-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL4-24-41607-A-Primary",images/Trek/Domane_AL_2_Gen_4/DomaneAL4-24-41607-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2_21_33037_A_Primary",images/Trek/Domane_AL_2_Gen_4/DomaneAL2_21_33037_A_Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2_21_33037_B_Primary",images/Trek/Domane_AL_2_Gen_4/DomaneAL2_21_33037_B_Primary_04.jpg,https://media.trekbikes.com/image/upload/w_1200/DomaneAL2-24-41587-A-Portrait,images/Trek/Domane_AL_2_Gen_4/DomaneAL2-24-41587-A-Portrait_05.jpg,2025-07-18 09:56:56,trek_scraper
Checkpoint ALR 3 Gen 3,,publish,product,49944,1299.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/49944/,reddark,Red dark,300 Series Alpha Aluminium,Endurance*,"ML - 10.41 kg (met TLR sealant, zonder binnenbanden)",125 kg,Shimano CUESRight STU303010R,"1x, geen voorderailleur",Shimano CUES U6000 GS,"Maat: XS, S Shimano CUES FCU60301 , 40T ring, 165mm length","Praxis, T47 met schroefdraad, interne lagers","Shimano CUES LG300, LINKGLIDE, 11-48, 10-speed",Shimano LG500,,1x:44 2x: 46/30,"Bontrager lichtmetaal, afgedichte lagers, centerlock disc, 100 x 12 mm steekas","Bontrager Switch afgeschuinde steekas, afneembare hendel","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, Shimano 11-speed freewheelbody, 142 x 12 mm steekas","Bontrager Paradigm 23, tubeless ready, 24-gaats, 23 mm velgbreedte, Presta-ventiel","Bontrager Girona Pro, Tubeless Ready, GR-lekbescherming, aramide hieldraad, 60 tpi, 700 x 42 mm","50 mm zonder spatborden, 42 mm met spatborden (feitelijk gemeten, bekijk de handleiding voor details)","Verse Short Comp, stalen rails, 145 mm breedte","Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 330 mm lengte","Maat: XS, S Bontrager Elite Gravel, lichtmetaal, 40 cm breedte","Maat: XS, S, M, ML Bontrager Supertack geperforeerd stuurlint","Maat: XS Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"Maat: XS, S, M, ML, L, XL Tektro C550 mechanical disc brake, dual piston, flat mount 0 offset",10-speed,"Trek Checkpoint, full carbon, tapered steerer, rack mounts, fender mounts, flat mount disc, 12x100mm thru axle","Bontrager Switch afgeschuinde steekas, afneembare hendel","14g roestvast staal, zwart","Tektro, centerlock, 160 mm",Maximale maten remschijf: 180 mm vooraan en achteraan,"Bontrager TLR-dichtmiddel, 175 ml",,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-26-49946-C-Primary",images/Trek/Checkpoint_ALR_3_Gen_3/CheckpointALR5-26-49946-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-26-49973-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_3/CheckpointALR4-26-49973-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5Frameset-26-57659-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_3/CheckpointALR5Frameset-26-57659-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-24-41640-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_3/CheckpointALR5-24-41640-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-24-41513-B-Primary",images/Trek/Checkpoint_ALR_3_Gen_3/CheckpointALR4-24-41513-B-Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
Checkpoint ALR 3 Gen 2,,publish,product,47530,1299.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/47530/,red,Red,300 Series Alpha Aluminium,Endurance*,"56 cm - 10.61 kg (met TLR sealant, zonder binnenbanden)",125 kg,Shimano Sora R3000,"Shimano Sora R3000, 31,8 mm klemband","Shimano Sora R3000, medium kooi, max. tandwielgrootte 34T","Maat: 49 FSA Omega, 46x30, 165 mm lengte","SRAM DUB Wide, T47 met schroefdraad, interne lagers*","Shimano Sora HG400, 11-32, 9-speed","Shimano Sora HG53, 9-speed",,Bekijk de servicehandleiding,,"Bontrager Switch steekas, afneembare hendel",,,"Bontrager Girona Pro, Tubeless Ready, GR-lekbescherming, aramide hieldraad, 60 tpi, 700 x 42 mm",Bekijk de servicehandleiding,"Maat: 49, 52 Bontrager Verse Comp, stalen rails, 155 mm breedte","Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 330 mm lengte","Maat: 49 Bontrager Elite Gravel, lichtmetaal, 38 cm breedte",Bontrager Supertack geperforeerd stuurlint,,,"Tektro C550, mechanische schijfrem, twee remzuigers, flat-mount",9-speed,"Checkpoint, full carbon, tapered carbon steerer, rack mounts, fender mounts, flat mount disc, 12x100mm thru axle","Bontrager Switch steekas, afneembare hendel",,"Tektro, centerlock, 160 mm",Maximale maat remschijven: 160 mm voor en achter,"Bontrager TLR-dichtmiddel, 175 ml",Bontrager TLR,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-26-49946-C-Primary",images/Trek/Checkpoint_ALR_3_Gen_2/CheckpointALR5-26-49946-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-26-49973-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_2/CheckpointALR4-26-49973-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR3-26-49944-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_2/CheckpointALR3-26-49944-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5Frameset-26-57659-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_2/CheckpointALR5Frameset-26-57659-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-24-41640-A-Primary",images/Trek/Checkpoint_ALR_3_Gen_2/CheckpointALR5-24-41640-A-Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
Checkpoint ALR 4 Gen 2,,publish,product,41513,1499.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/41513/,bluedark,Blue dark,300 Series Alpha Aluminium,Endurance*,"56 cm - 9.91 kg (met TLR sealant, zonder binnenbanden)",125 kg,SRAM Apex,"1x, geen voorderailleur","SRAM Apex 1, lange kooi, max. tandwielgrootte 42T","Maat: 49 SRAM Apex 1, 40T, DUB Wide, 165 mm lengte","SRAM DUB Wide, T47 met schroefdraad, interne lagers","SRAM PG-1130, 11-42, 11-speed","SRAM PC-1130, 11-speed",,"1x: 44T (SRAM), 50T (Shimano), 2x: 50/34","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, 100 x 12 mm steekas","Bontrager Switch steekas, afneembare hendel","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, Shimano 11-speed freewheelbody, 142 x 12 mm steekas","Bontrager Paradigm, Tubeless Ready, 24-gaats, 21 mm velgbreedte, Presta-ventiel","Bontrager GR1 Team Issue, Tubeless Ready, Inner Strength karkas, aramide hieldraad, 120 tpi, 700 x 40 mm",Bekijk de servicehandleiding,"Maat: 49, 52 Bontrager Verse Comp, stalen rails, 155 mm breedte","Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 330 mm lengte","Maat: 49 Bontrager Elite Gravel, lichtmetaal, 38 cm breedte",Bontrager Supertack geperforeerd stuurlint,"Maat: 49 Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"Tektro C550, mechanische schijfrem, twee remzuigers, flat-mount",11-speed,"Checkpoint carbon, taps toelopende carbon stuurbuis, drager- &amp; spatbordbevestigingen, flat-mount schijfrembevestiging, 12 x 100 mm steekas","Bontrager Switch steekas, afneembare hendel",,"Tektro, centerlock, 160 mm",Maximale maat remschijven: 160 mm voor en achter,"Bontrager TLR-dichtmiddel, 175 ml",Bontrager TLR,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-26-49946-C-Primary",images/Trek/Checkpoint_ALR_4_Gen_2/CheckpointALR5-26-49946-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-26-49973-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_2/CheckpointALR4-26-49973-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR3-26-49944-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_2/CheckpointALR3-26-49944-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5Frameset-26-57659-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_2/CheckpointALR5Frameset-26-57659-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-24-41640-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_2/CheckpointALR5-24-41640-A-Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
Checkpoint ALR 4 Gen 3,,publish,product,49973,1499.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/49973/,pink,Pink,300 Series Alpha Aluminium,Endurance*,"ML - 10.40 kg (met TLR sealant, zonder binnenbanden)",125 kg,Shimano CUES U6030,"1x, geen voorderailleur",Shimano CUES U8000 GS,"Maat: XS, S Shimano CUES FCU60301 , 40T ring, 165mm length","Praxis, T47 met schroefdraad, interne lagers","Shimano CUES LG700, LINKGLIDE, 11-50, 11 speed",Shimano LG500,,1x:44 2x: 46/30,"Bontrager lichtmetaal, afgedichte lagers, centerlock disc, 100 x 12 mm steekas","Bontrager Switch afgeschuinde steekas, afneembare hendel","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, Shimano 11-speed freewheelbody, 142 x 12 mm steekas","Bontrager Paradigm 23, tubeless ready, 24-gaats, 23 mm velgbreedte, Presta-ventiel","Bontrager Girona Pro, Tubeless Ready, GR-lekbescherming, aramide hieldraad, 60 tpi, 700 x 42 mm","50 mm zonder spatborden, 42 mm met spatborden (feitelijk gemeten, bekijk de handleiding voor details)","Verse Short Comp, stalen rails, 145 mm breedte","Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 330 mm lengte","Maat: XS, S Bontrager Elite Gravel, lichtmetaal, 40 cm breedte","Maat: XS, S, M, ML Bontrager Supertack geperforeerd stuurlint","Maat: XS Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"Maat: XS, S, M, ML, L, XL Shimano CUES hydraulic disc, flat mount",11-speed,"Trek Checkpoint, full carbon, tapered steerer, rack mounts, fender mounts, flat mount disc, 12x100mm thru axle","Bontrager Switch afgeschuinde steekas, afneembare hendel","14g roestvast staal, zwart","Shimano RT54, centerlock, 160 mm",Maximale maten remschijf: 180 mm vooraan en achteraan,"Bontrager TLR-dichtmiddel, 175 ml",,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-26-49946-C-Primary",images/Trek/Checkpoint_ALR_4_Gen_3/CheckpointALR5-26-49946-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR3-26-49944-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_3/CheckpointALR3-26-49944-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5Frameset-26-57659-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_3/CheckpointALR5Frameset-26-57659-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-24-41640-A-Primary",images/Trek/Checkpoint_ALR_4_Gen_3/CheckpointALR5-24-41640-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-24-41513-B-Primary",images/Trek/Checkpoint_ALR_4_Gen_3/CheckpointALR4-24-41513-B-Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
Domane AL 4 Gen 4,,publish,product,41607,1599.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/41607/,white,White,100 Series Alpha Aluminium,Endurance*,"56 cm - 10,35 kg",125 kg,Shimano Tiagra R4720,"Shimano Tiagra 4700, 31,8 mm buisklem","Shimano Tiagra 4700, lange kooi, max. tandwielgrootte 34T","Maat: 44 Shimano Tiagra 4700, 50/34, 165 mm lengte",Shimano RS501 BSA,"Shimano 10-speed, 11-32T","Shimano Tiagra HG54, 10-speed",,"1x: 50T, 2x: 50/34","Formula RX-512 lichtmetaal, 6-bout, 100 x 12 mm steekas","Bontrager Switch afgeschuinde steekas, afneembare hendel","Formula RX-142 lichtmetaal, 6-bout, Shimano 11-speed freewheelnaaf, 142 x 12 mm steekas","Bontrager Paradigm SL, Tubeless Ready, 24-gaats, 21 mm velgbreedte, Presta-ventiel","Bontrager R1 Hard-Case Lite, stalen hieldraad, 60 tpi, 700 x 32 mm",,"Verse Short, stalen rails, 145 mm breedte","Maat: 44, 49 Bontrager Comp 6061 lichtmetaal, 27,2 mm, 8 mm offset, 250 mm lengte","Maat: 44 Bontrager Comp, lichtmetaal, 31,8 mm, 80 mm reach, 121 mm drop, 36 cm breedte bij hendels, 40 cm breedte onderin stuurbeugel",Bontrager Supertack geperforeerd stuurlint,"Maat: 44 Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"Shimano Tiagra hydraulische schijfrem, flat-mount",10-speed,"Domane AL carbon, tapered carbon steerer, internal brake routing, fender mounts, flat mount disc, 12x100mm thru axle","Bontrager Switch afgeschuinde steekas, afneembare hendel","14g roestvast staal, zwart","Shimano RT66, 6-bout, 160 mm",Maximale maat remschijven: 160 mm voor en achter,,,,,,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL5-24-41395-A-Primary",images/Trek/Domane_AL_4_Gen_4/DomaneAL5-24-41395-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2-24-41587-A-Primary",images/Trek/Domane_AL_4_Gen_4/DomaneAL2-24-41587-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2_21_33037_A_Primary",images/Trek/Domane_AL_4_Gen_4/DomaneAL2_21_33037_A_Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2-24-41587-C-Primary",images/Trek/Domane_AL_4_Gen_4/DomaneAL2-24-41587-C-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomaneAL2_21_33037_B_Primary",images/Trek/Domane_AL_4_Gen_4/DomaneAL2_21_33037_B_Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
Checkpoint ALR 5 Gen 2,,publish,product,41640,1799.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/41640/,tealdark,Teal dark,300 Series Alpha Aluminium,Endurance*,"56 cm - 9.71 kg (met TLR sealant, zonder binnenbanden)",125 kg,SRAM Apex,"1x, geen voorderailleur","SRAM Apex XPLR, max. tandwielgrootte 44T","Maat: 49 SRAM Apex 1, 40T, DUB Wide, 165 mm lengte","SRAM DUB Wide, T47 met schroefdraad, interne lagers","SRAM XPLR PG-1231, 11-44, 12-speed","SRAM Apex, 12-speed",,"1x: 44T (SRAM), 50T (Shimano), 2x: 50/34","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, 100 x 12 mm steekas","Bontrager Switch steekas, afneembare hendel","Bontrager lichtmetaal, afgedichte lagers, centerlock disc, Shimano 11-speed freewheelbody, 142 x 12 mm steekas","Bontrager Paradigm, Tubeless Ready, 24-gaats, 21 mm velgbreedte, Presta-ventiel","Bontrager GR1 Team Issue, Tubeless Ready, Inner Strength karkas, aramide hieldraad, 120 tpi, 700 x 40 mm",Bekijk de servicehandleiding,"Maat: 49, 52 Bontrager Verse Comp, stalen rails, 155 mm breedte","Bontrager lichtmetaal, 27,2 mm, 12 mm offset, 330 mm lengte","Maat: 49 Bontrager Elite Gravel, lichtmetaal, 38 cm breedte",Bontrager Supertack geperforeerd stuurlint,"Maat: 49 Bontrager Elite, 31,8 mm, geschikt voor Blendr, 7 graden, 70 mm lengte",,"SRAM Apex hydraulische schijfrem, flat-mount",12-speed,"Maat: 49, 52, 54, 56, 58, 61 Checkpoint carbon, taps toelopende carbon stuurbuis, drager- &amp; spatbordbevestigingen, flat-mount schijfrembevestiging, 12 x 100 mm steekas","Bontrager Switch steekas, afneembare hendel","14g roestvast staal, zwart","SRAM Paceline, afgerond, centerlock, 160 mm",Maximale maat remschijven: 160 mm voor en achter,"Bontrager TLR-dichtmiddel, 175 ml",Bontrager TLR,"300 Series Alpha Aluminium, taps toelopende balhoofdbuis, interne kabelgeleiding, 3S chain keeper, T47 bottom bracket, bevestigingspunten voor drager en spatborden, geïntegreerde bevestigingspunten voor frametassen, flat-mount schijfrembevestiging, 142 x 12 mm steekas","SRAM Apex, 12-speed",,,,,,,,,,,,,,,,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5-26-49946-C-Primary",images/Trek/Checkpoint_ALR_5_Gen_2/CheckpointALR5-26-49946-C-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-26-49973-A-Primary",images/Trek/Checkpoint_ALR_5_Gen_2/CheckpointALR4-26-49973-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR3-26-49944-A-Primary",images/Trek/Checkpoint_ALR_5_Gen_2/CheckpointALR3-26-49944-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR5Frameset-26-57659-A-Primary",images/Trek/Checkpoint_ALR_5_Gen_2/CheckpointALR5Frameset-26-57659-A-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/CheckpointALR4-24-41513-B-Primary",images/Trek/Checkpoint_ALR_5_Gen_2/CheckpointALR4-24-41513-B-Primary_05.jpg,2025-07-18 09:56:56,trek_scraper
