name,price,category,brand,url,sku,variant,color,description,spec_Frame,spec_Framefit,spec_Gewicht,spec_Gewichtslimiet,spec_Shifter,spec_Voorderailleur,spec_Achterderailleur,spec_Crankstel,spec_Bottom_bracket,spec_Cassette,spec_Ketting,spec_Pedaal,spec_Maximale_maat_kettingblad,spec_Naaf_voor,spec_As_voorwiel,spec_Naaf_achter,spec_Velg,spec_Buitenband,spec_Maximale_bandenmaat,spec_Zadel,spec_Zadelpen,spec_Stuur,spec_Stuurlint,spec_Stuurpen,spec_Balhoofdstel,spec_Rem,spec_Shifter_speed,spec_Material,spec_Weight,hero_image_1_url,hero_image_1_path,hero_image_1_filename,hero_image_2_url,hero_image_2_path,hero_image_2_filename,hero_image_3_url,hero_image_3_path,hero_image_3_filename,hero_image_4_url,hero_image_4_path,hero_image_4_filename,hero_image_5_url,hero_image_5_path,hero_image_5_filename,hero_image_6_url,hero_image_6_path,hero_image_6_filename,hero_image_7_url,hero_image_7_path,hero_image_7_filename,hero_image_8_url,hero_image_8_path,hero_image_8_filename,hero_image_9_url,hero_image_9_path,hero_image_9_filename,hero_image_10_url,hero_image_10_path,hero_image_10_filename
Endurace AllRoad,999.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/allroad/endurace-allroad/4164.html,4164,R138_P01,Silver Mercury,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",,,10.72 kg,,,,Canyon GP0211-01 Derailleur Hanger,,Shimano SM-BB72-41B II Press-Fit Bottom Bracket,Shimano CUES LG300 10-speed Cassette 11-39,Shimano CN-LG500 11-speed Chain 138L,,,,,,,,,,Canyon Seatpost Clamp  31.8 mm,,,,,"SwissStop Disc 15 RS Brake Pads for Shimano Deore, XLX, Alivio",11 speed,Aluminium,10.72 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw0e614029/images/top/2025_TOP-1/2025/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw735f8492/images/top/2025_TOP-4/2025/2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg,2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9339a102/images/top/2025_TOP-3/2025/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_AllRoad/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dweb81055d/images/top/2025_TOP-2/2025/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Endurace_AllRoad/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_AllRoad/Splitit.png,Splitit.png,,,
Endurace AllRoad,999.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/allroad/endurace-allroad/4164.html,4164,R138_P02,Metal Berry,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",,,10.72 kg,,,,Canyon GP0211-01 Derailleur Hanger,,Shimano SM-BB72-41B II Press-Fit Bottom Bracket,Shimano CUES LG300 10-speed Cassette 11-39,Shimano CN-LG500 11-speed Chain 138L,,,,,,,,,,Canyon Seatpost Clamp  31.8 mm,,,,,"SwissStop Disc 15 RS Brake Pads for Shimano Deore, XLX, Alivio",11 speed,Aluminium,10.72 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw0e614029/images/top/2025_TOP-1/2025/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,2025_TOP-1_endurace_all-road-5_4164_R138_P02_tt-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw735f8492/images/top/2025_TOP-4/2025/2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg,2025_TOP-4_endurace_all-road-5_4164_R138_P02_rack-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9339a102/images/top/2025_TOP-3/2025/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,2025_TOP-3_endurace_all-road-5_4164_R138_P02_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_AllRoad/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dweb81055d/images/top/2025_TOP-2/2025/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,2025_TOP-2_endurace_all-road-5_4164_R138_P02_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Endurace_AllRoad/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwffcffdcc/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,2025_FULL_endurace_all-road-5_4164_R138_P02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_AllRoad/Splitit.png,Splitit.png,,,
Ultimate CF 7 Di2,3549.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-sl/ultimate-cf-7-di2/4065.html?dwvar_4065_pv_rahmenfarbe=R101_P07,4065,R101_P07,Teal,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",,,8.36 kg,,,,Canyon GP7445-01 Direct Mount Derailleur Hanger,,Shimano BB92-41B Pressfit Bottom Bracket,Shimano 105 CS-R7101 12-speed Cassette,Canyon EP1437-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" Road Tyre",,,Canyon GP0295-03 Seatpost Clamp,,,,Canyon GP7172-01 Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,8.36 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw351d7085/images/pdp/Adv-pdp-ultimate-CFR-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CFR-AXS-02.jpg,Adv-pdp-ultimate-CFR-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdacfc6b3/images/top/2026_TOP-5/2026/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwd8baa52d/images/top/2026_TOP-2/2026/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_7_Di2/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Ultimate_CF_7_Di2/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwcb8444c6/images/pdp/Adv-pdp-ultimate-CF-SL-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CF-SL-01.jpg,Adv-pdp-ultimate-CF-SL-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9a10cb06/images/top/2026_TOP-6/2026/2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg,2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw5783cda7/images/customer-service/road-bikes/unbox-and-assemble-your-ultimate-2023.jpg?sw=1080,images/Canyon/Ultimate_CF_7_Di2/unbox-and-assemble-your-ultimate-2023.jpg,unbox-and-assemble-your-ultimate-2023.jpg
Ultimate CF 7 Di2,3549.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-sl/ultimate-cf-7-di2/4065.html?dwvar_4065_pv_rahmenfarbe=R101_P07,4065,R101_P06,white,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",,,8.36 kg,,,,Canyon GP7445-01 Direct Mount Derailleur Hanger,,Shimano BB92-41B Pressfit Bottom Bracket,Shimano 105 CS-R7101 12-speed Cassette,Canyon EP1437-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" Road Tyre",,,Canyon GP0295-03 Seatpost Clamp,,,,Canyon GP7172-01 Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,8.36 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw351d7085/images/pdp/Adv-pdp-ultimate-CFR-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CFR-AXS-02.jpg,Adv-pdp-ultimate-CFR-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdacfc6b3/images/top/2026_TOP-5/2026/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,2026_TOP-5_ultimate_cf-sl-7-di2_4065_R101_P07_aero.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwd8baa52d/images/top/2026_TOP-2/2026/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,2026_TOP-2_ultimate_cf-sl-7-di2_4065_R101_P07_cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_7_Di2/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw58b15213/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_7_Di2/2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,2026_FULL_ultimate_cf-sl-7-di2_4065_R101_P07.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Ultimate_CF_7_Di2/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwcb8444c6/images/pdp/Adv-pdp-ultimate-CF-SL-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/Adv-pdp-ultimate-CF-SL-01.jpg,Adv-pdp-ultimate-CF-SL-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9a10cb06/images/top/2026_TOP-6/2026/2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_7_Di2/2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg,2026_TOP-6_ultimate_cf-sl-7-di2_4065_R101_P07_seatpost.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw5783cda7/images/customer-service/road-bikes/unbox-and-assemble-your-ultimate-2023.jpg?sw=1080,images/Canyon/Ultimate_CF_7_Di2/unbox-and-assemble-your-ultimate-2023.jpg,unbox-and-assemble-your-ultimate-2023.jpg
Aeroad CFR AXS,10149.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-axs/4040.html?dwvar_4040_pv_rahmenfarbe=R108_P01,4040,R108_P01,Sparkle Stealth,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",,,6.98 kg,,,,Canyon GP7239-01 Derailleur Hanger,,SRAM DUB Pressfit 86.5 Bottom Bracket,SRAM Red XG-1290 12-speed Cassette,Canyon EP2210-01 Chainsuck Plate,,,,,,,"Pirelli P Zero Race TLR 28"" x 28mm Road Tyre",,,Canyon GP0391-03 Seatpost Clamp,,,,Canyon GP7356-01 Ceramic Headset,DT Swiss 12x100x1.75 Thru Axle with Removable Lever,12 speed,Carbon,6.98 kg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw7e006992/images/full/2026_FULL_/2026/2026_FULL_aeroad_cfr-axs_4040_R108_P01.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Aeroad_CFR_AXS/2026_FULL_aeroad_cfr-axs_4040_R108_P01.jpg,2026_FULL_aeroad_cfr-axs_4040_R108_P01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_AXS/MY25_ARD-CFR-Di2_3967_UB.jpg,MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cf-slx-02.jpg,Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_AXS/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/brand-highlight-raw-carbon-frames.jpg,brand-highlight-raw-carbon-frames.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Aeroad_CFR_AXS/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw59fd0767/images/pdp/road-bikes/Adv-pdp-aeroad-cfr-AXS-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cfr-AXS-01.jpg,Adv-pdp-aeroad-cfr-AXS-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw9c20d75d/images/pdp/road-bikes/Adv-pdp-aeroad-cfr-AXS-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CFR_AXS/Adv-pdp-aeroad-cfr-AXS-02.jpg,Adv-pdp-aeroad-cfr-AXS-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Aeroad_CFR_AXS/Splitit.png,Splitit.png,,,
