name,price,category,brand,url,sku,variant,color,description,hero_image_1_url,hero_image_1_path,hero_image_1_filename,hero_image_2_url,hero_image_2_path,hero_image_2_filename,hero_image_3_url,hero_image_3_path,hero_image_3_filename,hero_image_4_url,hero_image_4_path,hero_image_4_filename,hero_image_5_url,hero_image_5_path,hero_image_5_filename,hero_image_6_url,hero_image_6_path,hero_image_6_filename,hero_image_7_url,hero_image_7_path,hero_image_7_filename,hero_image_8_url,hero_image_8_path,hero_image_8_filename,hero_image_9_url,hero_image_9_path,hero_image_9_filename,hero_image_10_url,hero_image_10_path,hero_image_10_filename
Endurace AllRoad,,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/allroad/endurace-allroad/4164.html,,,,,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw8303aeca/images/top/2025_TOP-3/2025/2025_TOP-3_endurace_all-road-5_4164_R138_P01_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-3_endurace_all-road-5_4164_R138_P01_frame.jpg,2025_TOP-3_endurace_all-road-5_4164_R138_P01_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwcf5e15c4/images/top/2025_TOP-2/2025/2025_TOP-2_endurace_all-road-5_4164_R138_P01_tyre-clearance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-2_endurace_all-road-5_4164_R138_P01_tyre-clearance.jpg,2025_TOP-2_endurace_all-road-5_4164_R138_P01_tyre-clearance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwa2e6b05a/images/top/2025_TOP-4/2025/2025_TOP-4_endurace_all-road-5_4164_R138_P01_rack-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-4_endurace_all-road-5_4164_R138_P01_rack-rivets.jpg,2025_TOP-4_endurace_all-road-5_4164_R138_P01_rack-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdc7c280d/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P01.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P01.jpg,2025_FULL_endurace_all-road-5_4164_R138_P01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwcbeb8e09/images/top/2025_TOP-1/2025/2025_TOP-1_endurace_all-road-5_4164_R138_P01_tt-rivets.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_AllRoad/2025_TOP-1_endurace_all-road-5_4164_R138_P01_tt-rivets.jpg,2025_TOP-1_endurace_all-road-5_4164_R138_P01_tt-rivets.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwdc7c280d/images/full/2025_FULL_/2025/2025_FULL_endurace_all-road-5_4164_R138_P01.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_AllRoad/2025_FULL_endurace_all-road-5_4164_R138_P01.jpg,2025_FULL_endurace_all-road-5_4164_R138_P01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_AllRoad/pdpModalTriggerCompare.jpg,pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_AllRoad/Splitit.png,Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Endurace_AllRoad/DI_LogoNEU_2025_pos_RGB.png,DI_LogoNEU_2025_pos_RGB.png,,,
Aeroad CF SLX 8 AXS SPEED,,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/aeroad-cf-slx/aeroad-cf-slx-8-axs-speed/4037.html,,,,,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwdf8a8624/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/Adv-pdp-aeroad-cf-slx-01.jpg,Adv-pdp-aeroad-cf-slx-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwe3e860aa/images/top/2026_TOP-3/2026/2026_TOP-3_aeroad_cf-slx-8-axs_4037_R107_P04_adjustable-cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-3_aeroad_cf-slx-8-axs_4037_R107_P04_adjustable-cockpit.jpg,2026_TOP-3_aeroad_cf-slx-8-axs_4037_R107_P04_adjustable-cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw84acb28d/images/pdp/road-bikes/Adv-pdp-aeroad-cf-slx-02.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/Adv-pdp-aeroad-cf-slx-02.jpg,Adv-pdp-aeroad-cf-slx-02.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw5e926941/images/top/2026_TOP-1/2026/2026_TOP-1_aeroad_cf-slx-8-axs_4037_R107_P04_peloton-performance.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-1_aeroad_cf-slx-8-axs_4037_R107_P04_peloton-performance.jpg,2026_TOP-1_aeroad_cf-slx-8-axs_4037_R107_P04_peloton-performance.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw70f40962/images/top/2026_TOP-6/2026/2026_TOP-6_aeroad_cf-slx-8-axs_4037_R107_P04_integrated-tool.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-6_aeroad_cf-slx-8-axs_4037_R107_P04_integrated-tool.jpg,2026_TOP-6_aeroad_cf-slx-8-axs_4037_R107_P04_integrated-tool.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw8393a548/images/top/2026_TOP-2/2026/2026_TOP-2_aeroad_cf-slx-8-axs_4037_R107_P04_adaptive-cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-2_aeroad_cf-slx-8-axs_4037_R107_P04_adaptive-cockpit.jpg,2026_TOP-2_aeroad_cf-slx-8-axs_4037_R107_P04_adaptive-cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/MY25_ARD-CFR-Di2_3967_UB.jpg,MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw60dd049c/images/full/2026_FULL_/2026/2026_FULL_aeroad_cf-slx-8-axs_4037_R107_P04.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_FULL_aeroad_cf-slx-8-axs_4037_R107_P04.jpg,2026_FULL_aeroad_cf-slx-8-axs_4037_R107_P04.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwcdc65baf/images/top/2026_TOP-4/2026/2026_TOP-4_aeroad_cf-slx-8-axs_4037_R107_P04_aero-seatpost.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-4_aeroad_cf-slx-8-axs_4037_R107_P04_aero-seatpost.jpg,2026_TOP-4_aeroad_cf-slx-8-axs_4037_R107_P04_aero-seatpost.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw8d048cc9/images/top/2026_TOP-5/2026/2026_TOP-5_aeroad_cf-slx-8-axs_4037_R107_P04_headset-bearings.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Aeroad_CF_SLX_8_AXS_SPEED/2026_TOP-5_aeroad_cf-slx-8-axs_4037_R107_P04_headset-bearings.jpg,2026_TOP-5_aeroad_cf-slx-8-axs_4037_R107_P04_headset-bearings.jpg
